message,concepts
"(33, 24, 22, 0)","[((4, 0, 8), (1, 1, 1)), ((4, 11, 0), (1, 1, 1)), ((8, 11, 0), (1, 1, 1)), ((8, 11, 8), (1, 1, 1)), ((8, 11, 0), (1, 1, 1)), ((8, 11, 0), (1, 1, 1)), ((3, 11, 0), (1, 1, 1)), ((8, 11, 8), (1, 1, 1)), ((3, 11, 8), (1, 1, 1)), ((8, 11, 0), (1, 1, 1)), ((3, 11, 0), (1, 1, 1)), ((3, 11, 0), (1, 1, 1)), ((4, 11, 0), (1, 1, 1)), ((8, 11, 0), (1, 1, 1)), ((4, 11, 0), (1, 1, 1)), ((3, 11, 8), (1, 1, 1)), ((8, 11, 8), (1, 1, 1)), ((3, 11, 0), (1, 1, 1)), ((3, 11, 8), (1, 1, 1)), ((3, 11, 0), (1, 1, 1)), ((3, 11, 8), (1, 1, 1)), ((3, 11, 8), (1, 1, 1)), ((8, 11, 8), (1, 1, 1)), ((4, 11, 0), (1, 1, 1)), ((4, 11, 0), (1, 1, 1)), ((3, 11, 0), (1, 1, 1)), ((8, 11, 8), (1, 1, 1)), ((3, 11, 8), (1, 1, 1)), ((8, 11, 0), (1, 1, 1)), ((8, 11, 8), (1, 1, 1)), ((3, 11, 0), (1, 1, 1)), ((4, 11, 0), (1, 1, 1))]"
"(33, 24, 28, 0)","[((4, 12, 8), (1, 1, 1)), ((4, 12, 8), (1, 1, 1))]"
"(33, 24, 42, 0)","[((4, 11, 2), (1, 1, 1))]"
"(33, 28, 2, 0)","[((8, 12, 0), (1, 1, 1)), ((3, 12, 8), (1, 1, 1)), ((8, 12, 0), (1, 1, 1)), ((8, 12, 8), (1, 1, 1)), ((3, 12, 8), (1, 1, 1)), ((8, 12, 8), (1, 1, 1)), ((8, 12, 0), (1, 1, 1)), ((8, 12, 0), (1, 1, 1)), ((3, 12, 0), (1, 1, 1)), ((8, 12, 8), (1, 1, 1)), ((8, 12, 8), (1, 1, 1)), ((3, 12, 0), (1, 1, 1)), ((3, 12, 8), (1, 1, 1)), ((3, 12, 0), (1, 1, 1)), ((8, 12, 0), (1, 1, 1)), ((8, 12, 0), (1, 1, 1)), ((8, 12, 8), (1, 1, 1)), ((8, 12, 8), (1, 1, 1)), ((3, 12, 0), (1, 1, 1)), ((3, 12, 8), (1, 1, 1)), ((8, 12, 8), (1, 1, 1))]"
"(33, 28, 5, 0)","[((8, 5, 8), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((3, 5, 0), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((3, 5, 0), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((3, 5, 0), (1, 1, 1)), ((3, 5, 0), (1, 1, 1))]"
"(33, 28, 8, 0)","[((3, 5, 8), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((4, 12, 8), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((3, 12, 0), (1, 1, 1)), ((3, 12, 8), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((8, 12, 8), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((3, 12, 8), (1, 1, 1)), ((3, 5, 0), (1, 1, 1)), ((3, 5, 0), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((3, 5, 8), (1, 1, 1)), ((3, 12, 8), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((8, 5, 8), (1, 1, 1)), ((8, 5, 0), (1, 1, 1)), ((3, 5, 0), (1, 1, 1))]"
"(33, 28, 31, 0)","[((8, 5, 8), (1, 1, 1))]"
"(33, 29, 29, 0)","[((3, 6, 8), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((3, 6, 0), (1, 1, 1)), ((8, 7, 8), (1, 1, 1)), ((3, 6, 8), (1, 1, 1)), ((8, 7, 0), (1, 1, 1)), ((8, 7, 0), (1, 1, 1)), ((8, 7, 8), (1, 1, 1)), ((3, 6, 0), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((8, 7, 0), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((8, 7, 8), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((3, 6, 8), (1, 1, 1)), ((3, 6, 8), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((3, 6, 8), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((8, 7, 8), (1, 1, 1)), ((8, 7, 8), (1, 1, 1)), ((8, 7, 0), (1, 1, 1)), ((8, 7, 0), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((3, 6, 8), (1, 1, 1)), ((3, 6, 0), (1, 1, 1)), ((8, 7, 0), (1, 1, 1)), ((3, 6, 0), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((3, 6, 8), (1, 1, 1)), ((8, 7, 8), (1, 1, 1)), ((3, 6, 0), (1, 1, 1)), ((3, 7, 8), (1, 1, 1)), ((8, 7, 0), (1, 1, 1)), ((8, 7, 8), (1, 1, 1)), ((8, 6, 0), (1, 1, 1)), ((3, 6, 0), (1, 1, 1)), ((3, 6, 0), (1, 1, 1)), ((3, 6, 0), (1, 1, 1))]"
"(33, 31, 5, 0)","[((8, '?', 0), (1, 0, 1)), ((3, '?', 8), (1, 0, 1)), ((8, '?', 0), (1, 0, 1)), ((8, '?', 0), (1, 0, 1)), ((8, '?', 0), (1, 0, 1)), ((8, '?', 0), (1, 0, 1)), ((4, '?', 0), (1, 0, 1)), ((3, '?', 8), (1, 0, 1)), ((3, '?', 8), (1, 0, 1)), ((3, '?', 8), (1, 0, 1)), ((8, '?', 0), (1, 0, 1)), ((3, '?', 8), (1, 0, 1)), ((3, '?', 8), (1, 0, 1)), ((8, '?', 0), (1, 0, 1)), ((8, '?', 0), (1, 0, 1))]"
"(33, 31, 31, 0)","[((4, '?', 8), (1, 0, 1)), ((4, '?', 0), (1, 0, 1)), ((4, '?', 0), (1, 0, 1)), ((4, '?', 8), (1, 0, 1)), ((4, '?', 8), (1, 0, 1)), ((4, '?', 0), (1, 0, 1)), ((4, '?', 8), (1, 0, 1)), ((4, '?', 0), (1, 0, 1)), ((4, '?', 8), (1, 0, 1)), ((4, '?', 0), (1, 0, 1)), ((4, '?', 8), (1, 0, 1)), ((4, '?', 8), (1, 0, 1)), ((4, '?', 8), (1, 0, 1))]"
"(33, 32, 14, 0)","[((8, 8, 0), (1, 1, 1)), ((3, 10, 8), (1, 1, 1)), ((8, 10, 8), (1, 1, 1)), ((3, 13, 8), (1, 1, 1)), ((3, 10, 5), (1, 1, 1)), ((8, 13, 0), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((3, 10, 8), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((8, 13, 0), (1, 1, 1)), ((3, 8, 0), (1, 1, 1)), ((8, 8, 8), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((8, 8, 8), (1, 1, 1)), ((3, 13, 8), (1, 1, 1)), ((3, 8, 0), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((3, 8, 8), (1, 1, 1)), ((3, 8, 0), (1, 1, 1)), ((3, 13, 8), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((8, 10, 8), (1, 1, 1)), ((8, 8, 8), (1, 1, 1)), ((8, 13, 0), (1, 1, 1)), ((3, 13, 8), (1, 1, 1)), ((8, 8, 8), (1, 1, 1)), ((3, 8, 5), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((3, 10, 8), (1, 1, 1)), ((8, 10, 8), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((8, 10, 8), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((8, 13, 0), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((3, 8, 8), (1, 1, 1)), ((3, 13, 8), (1, 1, 1)), ((8, 10, 8), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((3, 13, 8), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((3, 10, 8), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((8, 8, 0), (1, 1, 1)), ((3, 8, 0), (1, 1, 1)), ((3, 10, 8), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((3, 8, 8), (1, 1, 1)), ((8, 8, 8), (1, 1, 1)), ((3, 8, 0), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((8, 10, 8), (1, 1, 1)), ((8, 8, 8), (1, 1, 1)), ((3, 8, 8), (1, 1, 1)), ((8, 13, 0), (1, 1, 1)), ((8, 13, 8), (1, 1, 1)), ((3, 10, 8), (1, 1, 1)), ((3, 8, 0), (1, 1, 1)), ((8, 10, 0), (1, 1, 1)), ((8, 13, 0), (1, 1, 1))]"
"(33, 32, 29, 0)","[((3, 8, 0), (1, 1, 1)), ((8, 10, 0), (1, 1, 1))]"
"(33, 32, 32, 0)","[((8, 13, 8), (1, 1, 1)), ((8, 13, 8), (1, 1, 1))]"
"(33, 32, 37, 0)","[((4, 13, 0), (1, 1, 1)), ((4, 13, 0), (1, 1, 1)), ((4, 13, 0), (1, 1, 1)), ((4, 13, 0), (1, 1, 1)), ((4, 13, 0), (1, 1, 1)), ((4, 13, 8), (1, 1, 1)), ((4, 13, 0), (1, 1, 1)), ((4, 13, 0), (1, 1, 1))]"
"(33, 33, 5, 0)","[((4, '?', 2), (1, 0, 1)), ((4, '?', 2), (1, 0, 1)), ((4, '?', 2), (1, 0, 1)), ((4, '?', 2), (1, 0, 1)), ((4, '?', 2), (1, 0, 1)), ((4, '?', 2), (1, 0, 1))]"
"(33, 33, 6, 0)","[((5, 7, 2), (1, 1, 1)), ((5, 7, 2), (1, 1, 1)), ((2, 9, 0), (1, 1, 1)), ((5, 7, 2), (1, 1, 1)), ((5, 7, 2), (1, 1, 1)), ((2, 9, 0), (1, 1, 1)), ((2, 6, 2), (1, 1, 1)), ((5, 7, 2), (1, 1, 1))]"
"(33, 33, 8, 0)","[((2, 1, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((2, 3, 2), (1, 1, 1)), ((5, 1, 2), (1, 1, 1)), ((5, 3, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((5, 3, 2), (1, 1, 1)), ((2, 5, 2), (1, 1, 1)), ((2, 3, 2), (1, 1, 1)), ((2, 3, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((5, 1, 2), (1, 1, 1)), ((5, 1, 2), (1, 1, 1)), ((5, 1, 2), (1, 1, 1)), ((2, 5, 2), (1, 1, 1)), ((5, 3, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((2, 3, 2), (1, 1, 1)), ((5, 1, 2), (1, 1, 1)), ((2, 5, 2), (1, 1, 1)), ((2, 3, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((2, 3, 2), (1, 1, 1)), ((2, 1, 2), (1, 1, 1)), ((5, 3, 2), (1, 1, 1)), ((5, 3, 2), (1, 1, 1)), ((5, 3, 2), (1, 1, 1)), ((5, 1, 2), (1, 1, 1)), ((5, 1, 2), (1, 1, 1))]"
"(33, 33, 11, 0)","[((2, 9, 8), (1, 1, 1)), ((5, 4, 8), (1, 1, 1)), ((2, 12, 2), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((5, 12, 2), (1, 1, 1)), ((5, 12, 2), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((5, 12, 2), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((5, 4, 8), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((5, 4, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((2, 12, 2), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((5, 4, 8), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((2, 9, 0), (1, 1, 1)), ((2, 9, 0), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((2, 9, 0), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((2, 9, 5), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((5, 4, 8), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((2, 9, 0), (1, 1, 1)), ((5, 4, 8), (1, 1, 1))]"
"(33, 33, 14, 0)","[((4, 8, 2), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1)), ((4, 10, 2), (1, 1, 1))]"
"(33, 33, 18, 0)","[((2, 9, 2), (1, 1, 1)), ((2, 9, 2), (1, 1, 1)), ((5, 9, 2), (1, 1, 1)), ((5, 9, 2), (1, 1, 1)), ((2, 9, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((5, 4, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((2, 9, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((5, 9, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((2, 9, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((2, 4, 2), (1, 1, 1)), ((5, 4, 2), (1, 1, 1)), ((5, 4, 2), (1, 1, 1)), ((5, 9, 2), (1, 1, 1)), ((5, 4, 2), (1, 1, 1)), ((2, 9, 2), (1, 1, 1)), ((5, 9, 2), (1, 1, 1)), ((5, 9, 2), (1, 1, 1)), ((2, 9, 2), (1, 1, 1)), ((2, 9, 2), (1, 1, 1))]"
"(33, 33, 22, 0)","[((4, 2, 2), (1, 1, 1)), ((4, 15, 2), (1, 1, 1)), ((4, 14, 2), (1, 1, 1)), ((2, 11, 2), (1, 1, 1)), ((4, 15, 2), (1, 1, 1)), ((4, 15, 2), (1, 1, 1)), ((5, 11, 2), (1, 1, 1)), ((4, 2, 2), (1, 1, 1)), ((4, 0, 2), (1, 1, 1)), ((4, 2, 2), (1, 1, 1)), ((4, 15, 2), (1, 1, 1)), ((4, 15, 2), (1, 1, 1)), ((4, 0, 2), (1, 1, 1)), ((2, 11, 2), (1, 1, 1)), ((5, 11, 2), (1, 1, 1)), ((2, 11, 2), (1, 1, 1)), ((5, 11, 2), (1, 1, 1)), ((4, 0, 2), (1, 1, 1)), ((4, 14, 2), (1, 1, 1)), ((4, 14, 2), (1, 1, 1)), ((4, 2, 2), (1, 1, 1)), ((4, 2, 2), (1, 1, 1)), ((4, 15, 2), (1, 1, 1)), ((4, 15, 2), (1, 1, 1)), ((4, 0, 2), (1, 1, 1)), ((2, 11, 2), (1, 1, 1)), ((4, 2, 2), (1, 1, 1)), ((2, 11, 2), (1, 1, 1)), ((5, 11, 2), (1, 1, 1)), ((4, 2, 2), (1, 1, 1)), ((4, 14, 2), (1, 1, 1)), ((4, 2, 2), (1, 1, 1)), ((4, 14, 2), (1, 1, 1)), ((4, 14, 2), (1, 1, 1)), ((4, 0, 2), (1, 1, 1)), ((4, 0, 2), (1, 1, 1))]"
"(33, 33, 24, 0)","[((2, 11, 2), (1, 1, 1)), ((2, 11, 2), (1, 1, 1))]"
"(33, 33, 28, 0)","[((2, 5, 2), (1, 1, 1)), ((4, 5, 2), (1, 1, 1)), ((4, 5, 2), (1, 1, 1)), ((2, 5, 2), (1, 1, 1)), ((2, 5, 2), (1, 1, 1)), ((4, 5, 2), (1, 1, 1)), ((4, 5, 2), (1, 1, 1))]"
"(33, 33, 29, 0)","[((4, 6, 2), (1, 1, 1)), ((4, 7, 2), (1, 1, 1)), ((4, 6, 2), (1, 1, 1)), ((4, 7, 2), (1, 1, 1)), ((4, 6, 2), (1, 1, 1)), ((4, 9, 8), (1, 1, 1)), ((4, 7, 2), (1, 1, 1)), ((4, 9, 0), (1, 1, 1)), ((4, 7, 2), (1, 1, 1)), ((4, 7, 2), (1, 1, 1)), ((4, 9, 0), (1, 1, 1)), ((4, 6, 2), (1, 1, 1)), ((4, 9, 0), (1, 1, 1)), ((4, 9, 8), (1, 1, 1)), ((4, 7, 2), (1, 1, 1)), ((4, 9, 0), (1, 1, 1)), ((4, 6, 2), (1, 1, 1)), ((4, 9, 8), (1, 1, 1)), ((4, 6, 2), (1, 1, 1)), ((4, 9, 8), (1, 1, 1)), ((4, 6, 2), (1, 1, 1))]"
"(33, 33, 31, 0)","[((5, 7, 2), (1, 1, 1)), ((5, '?', 2), (1, 0, 1)), ((2, 6, 2), (1, 1, 1)), ((2, 6, 2), (1, 1, 1)), ((2, 6, 2), (1, 1, 1)), ((5, '?', 2), (1, 0, 1)), ((5, '?', 2), (1, 0, 1)), ((2, 6, 2), (1, 1, 1)), ((5, 7, 2), (1, 1, 1)), ((5, '?', 2), (1, 0, 1)), ((5, '?', 2), (1, 0, 1)), ((5, '?', 2), (1, 0, 1)), ((5, '?', 2), (1, 0, 1)), ((5, '?', 2), (1, 0, 1)), ((5, '?', 2), (1, 0, 1))]"
"(33, 33, 32, 0)","[((4, 9, 8), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 9, 0), (1, 1, 1)), ((4, 8, 2), (1, 1, 1)), ((4, 9, 8), (1, 1, 1))]"
"(33, 33, 33, 0)","[((5, 4, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((5, 4, 8), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((5, 7, 2), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((2, 9, 0), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((2, 4, 8), (1, 1, 1)), ((5, 4, 0), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((2, 9, 8), (1, 1, 1)), ((5, 9, 8), (1, 1, 1)), ((5, 2, 2), (1, 1, 1))]"
"(33, 33, 37, 0)","[((5, 10, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((2, 8, 2), (1, 1, 1)), ((5, 8, 2), (1, 1, 1)), ((5, 8, 2), (1, 1, 1)), ((2, 8, 2), (1, 1, 1)), ((5, 8, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((5, 8, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((5, 8, 2), (1, 1, 1)), ((2, 10, 2), (1, 1, 1)), ((2, 10, 2), (1, 1, 1)), ((5, 10, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((2, 8, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((5, 10, 2), (1, 1, 1)), ((5, 10, 2), (1, 1, 1)), ((5, 10, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((2, 10, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((2, 8, 2), (1, 1, 1)), ((5, 8, 2), (1, 1, 1)), ((2, 10, 2), (1, 1, 1)), ((2, 8, 2), (1, 1, 1)), ((5, 8, 2), (1, 1, 1)), ((5, 10, 2), (1, 1, 1)), ((5, 10, 2), (1, 1, 1)), ((2, 10, 2), (1, 1, 1)), ((2, 8, 2), (1, 1, 1)), ((2, 13, 2), (1, 1, 1)), ((2, 8, 2), (1, 1, 1)), ((5, 10, 2), (1, 1, 1)), ((5, 13, 2), (1, 1, 1)), ((2, 10, 2), (1, 1, 1))]"
"(33, 33, 38, 0)","[((2, 15, 2), (1, 1, 1)), ((2, 15, 2), (1, 1, 1)), ((2, 15, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((2, 15, 2), (1, 1, 1)), ((5, 14, 2), (1, 1, 1)), ((5, 2, 2), (1, 1, 1)), ((2, 15, 2), (1, 1, 1)), ((2, 0, 2), (1, 1, 1)), ((2, 0, 2), (1, 1, 1)), ((5, 0, 2), (1, 1, 1)), ((5, 14, 2), (1, 1, 1)), ((5, 2, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((5, 14, 2), (1, 1, 1)), ((2, 2, 2), (1, 1, 1)), ((2, 0, 2), (1, 1, 1)), ((5, 14, 2), (1, 1, 1)), ((5, 2, 2), (1, 1, 1)), ((5, 14, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((5, 0, 2), (1, 1, 1)), ((5, 14, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((5, 2, 2), (1, 1, 1)), ((5, 0, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((5, 0, 2), (1, 1, 1)), ((2, 2, 2), (1, 1, 1)), ((5, 14, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((5, 2, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((2, 2, 2), (1, 1, 1)), ((2, 0, 2), (1, 1, 1)), ((5, 2, 2), (1, 1, 1)), ((2, 14, 2), (1, 1, 1)), ((2, 15, 2), (1, 1, 1)), ((2, 15, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((2, 0, 2), (1, 1, 1)), ((5, 15, 2), (1, 1, 1)), ((2, 0, 2), (1, 1, 1)), ((5, 0, 2), (1, 1, 1)), ((2, 0, 2), (1, 1, 1)), ((5, 0, 2), (1, 1, 1))]"
"(33, 33, 46, 0)","[((4, '?', 2), (1, 0, 1)), ((4, '?', 2), (1, 0, 1)), ((4, '?', 2), (1, 0, 1))]"
"(33, 33, 47, 0)","[((4, 9, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 4, 2), (1, 1, 1)), ((4, 4, 2), (1, 1, 1)), ((4, 4, 2), (1, 1, 1)), ((4, 4, 2), (1, 1, 1)), ((4, 4, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 9, 2), (1, 1, 1)), ((4, 4, 2), (1, 1, 1))]"
"(33, 33, 51, 0)","[((4, 4, 8), (1, 1, 1)), ((4, 4, 0), (1, 1, 1)), ((4, 4, 0), (1, 1, 1)), ((4, 4, 8), (1, 1, 1)), ((4, 9, 0), (1, 1, 1)), ((4, 4, 8), (1, 1, 1)), ((4, 4, 0), (1, 1, 1)), ((4, 4, 0), (1, 1, 1)), ((4, 4, 8), (1, 1, 1)), ((4, 4, 0), (1, 1, 1)), ((4, 4, 0), (1, 1, 1)), ((4, 4, 8), (1, 1, 1)), ((4, 4, 0), (1, 1, 1)), ((4, 4, 8), (1, 1, 1)), ((4, 4, 8), (1, 1, 1)), ((4, 4, 8), (1, 1, 1)), ((4, 9, 0), (1, 1, 1))]"
"(33, 37, 29, 0)","[((4, 6, 8), (1, 1, 1))]"
